Fecha Creación,Mesa,Negocio,No. Factura,Total,Categoría,Producto,Precio de venta,Cantidad,Total,Total Bruto,Impuesto,Valor Descuentos,Promoción,Valor Neto,Costo Promedio,Margen de utilidad ($),Margen de utilidad (%)
28/9/2025,Caja 1,MONKI HIELO ITALIANO SAS,POSM4373,"$40,800.00",Toppings,Topping o salsa generico,"$2,500.00",2,"$5,000.00","$4,629.63",INC,$0.00,$0.00,"$4,629.63","$1,800.00","$2,829.63",61.12
28/9/2025,Caja 1,MONKI HIELO ITALIANO SAS,POSM4373,"$40,800.00",Helados,Monki - Grande,"$17,900.00",2,"$35,800.00","$33,148.15",INC,$0.00,$0.00,"$33,148.15","$7,225.66","$25,922.49",78.20
19/10/2025,Caja 1,MONKI HIELO ITALIANO SAS,POSM5162,"$40,800.00",Toppings,Topping o salsa generico,"$2,500.00",2,"$5,000.00","$4,629.63",INC,$0.00,$0.00,"$4,629.63","$1,800.00","$2,829.63",61.12
19/10/2025,Caja 1,MONKI HIELO ITALIANO SAS,POSM5162,"$40,800.00",Helados,Monki - Grande,"$17,900.00",2,"$35,800.00","$33,148.15",INC,$0.00,$0.00,"$33,148.15","$7,225.66","$25,922.49",78.20
22/10/2025,Caja 1,MONKI HIELO ITALIANO SAS,POSM5281,"$40,800.00",Toppings,Topping o salsa generico,"$2,500.00",2,"$5,000.00","$4,629.63",INC,$0.00,$0.00,"$4,629.63","$1,800.00","$2,829.63",61.12
22/10/2025,Caja 1,MONKI HIELO ITALIANO SAS,POSM5281,"$40,800.00",Helados,Hielo - Grande,"$17,900.00",1,"$17,900.00","$16,574.07",INC,$0.00,$0.00,"$16,574.07","$3,572.13","$13,001.94",78.45
22/10/2025,Caja 1,MONKI HIELO ITALIANO SAS,POSM5281,"$40,800.00",Helados,Monki - Grande,"$17,900.00",1,"$17,900.00","$16,574.07",INC,$0.00,$0.00,"$16,574.07","$3,612.83","$12,961.24",78.20
26/10/2025,Caja 1,MONKI HIELO ITALIANO SAS,POSM5433,"$40,800.00",Toppings,Topping o salsa generico,"$2,500.00",2,"$5,000.00","$4,629.63",INC,$0.00,$0.00,"$4,629.63","$1,800.00","$2,829.63",61.12
26/10/2025,Caja 1,MONKI HIELO ITALIANO SAS,POSM5433,"$40,800.00",Helados,Monki - Grande,"$17,900.00",2,"$35,800.00","$33,148.15",INC,$0.00,$0.00,"$33,148.15","$7,225.66","$25,922.49",78.20
27/7/2025,Caja 1,MONKI HIELO ITALIANO SAS,974,"$40,700.00",Helados,Hielo - Mediano,"$12,900.00",1,"$12,900.00","$11,944.44",INC,$0.00,$0.00,"$11,944.44","$2,362.43","$9,582.01",80.22
27/7/2025,Caja 1,MONKI HIELO ITALIANO SAS,974,"$40,700.00",Helados,Monki - Mediano,"$13,900.00",2,"$27,800.00","$25,740.74",INC,$0.00,$0.00,"$25,740.74","$6,000.86","$19,739.88",76.69
3/8/2025,Caja 1,MONKI HIELO ITALIANO SAS,POSM1596,"$40,700.00",Helados,Monki - Pequeno,"$10,900.00",2,"$21,800.00","$20,185.19",INC,$0.00,$0.00,"$20,185.19","$3,417.26","$16,767.93",83.07
3/8/2025,Caja 1,MONKI HIELO ITALIANO SAS,POSM1596,"$40,700.00",Toppings,Topping o salsa generico,"$2,500.00",2,"$5,000.00","$4,629.63",INC,$0.00,$0.00,"$4,629.63","$1,800.00","$2,829.63",61.12
3/8/2025,Caja 1,MONKI HIELO ITALIANO SAS,POSM1596,"$40,700.00",Helados,Monki - Mediano,"$13,900.00",1,"$13,900.00","$12,870.37",INC,$0.00,$0.00,"$12,870.37","$3,000.43","$9,869.94",76.69
9/8/2025,Caja 1,MONKI HIELO ITALIANO SAS,POSM1916,"$40,700.00",Helados,Monki - Mediano,"$13,900.00",2,"$27,800.00","$25,740.74",INC,$0.00,$0.00,"$25,740.74","$6,000.86","$19,739.88",76.69
9/8/2025,Caja 1,MONKI HIELO ITALIANO SAS,POSM1916,"$40,700.00",Helados,Sundae de amarena,"$12,900.00",1,"$12,900.00","$11,944.44",INC,$0.00,$0.00,"$11,944.44","$3,652.03","$8,292.41",69.42
23/8/2025,Caja 1,MONKI HIELO ITALIANO SAS,POSM2621,"$40,700.00",Helados,Monki - Mediano,"$13,900.00",1,"$13,900.00","$12,870.37",INC,$0.00,$0.00,"$12,870.37","$3,000.43","$9,869.94",76.69
23/8/2025,Caja 1,MONKI HIELO ITALIANO SAS,POSM2621,"$40,700.00",Toppings,Topping o salsa generico,"$2,500.00",2,"$5,000.00","$4,629.63",INC,$0.00,$0.00,"$4,629.63","$1,800.00","$2,829.63",61.12
23/8/2025,Caja 1,MONKI HIELO ITALIANO SAS,POSM2621,"$40,700.00",Helados,Monki - Pequeno,"$10,900.00",2,"$21,800.00","$20,185.19",INC,$0.00,$0.00,"$20,185.19","$3,417.26","$16,767.93",83.07
7/9/2025,Caja 1,MONKI HIELO ITALIANO SAS,POSM3346,"$40,700.00",Helados,Hielo - Mediano,"$12,900.00",1,"$12,900.00","$11,944.44",INC,$0.00,$0.00,"$11,944.44","$2,362.43","$9,582.01",80.22
7/9/2025,Caja 1,MONKI HIELO ITALIANO SAS,POSM3346,"$40,700.00",Helados,Monki - Mediano,"$13,900.00",2,"$27,800.00","$25,740.74",INC,$0.00,$0.00,"$25,740.74","$6,000.86","$19,739.88",76.69
7/9/2025,Caja 1,MONKI HIELO ITALIANO SAS,POSM3351,"$40,700.00",Toppings,Topping o salsa generico,"$2,500.00",2,"$5,000.00","$4,629.63",INC,$0.00,$0.00,"$4,629.63","$1,800.00","$2,829.63",61.12
7/9/2025,Caja 1,MONKI HIELO ITALIANO SAS,POSM3351,"$40,700.00",Helados,Monki - Pequeno,"$10,900.00",2,"$21,800.00","$20,185.19",INC,$0.00,$0.00,"$20,185.19","$3,417.26","$16,767.93",83.07
7/9/2025,Caja 1,MONKI HIELO ITALIANO SAS,POSM3351,"$40,700.00",Helados,Monki - Mediano,"$13,900.00",1,"$13,900.00","$12,870.37",INC,$0.00,$0.00,"$12,870.37","$3,000.43","$9,869.94",76.69
7/9/2025,Caja 1,MONKI HIELO ITALIANO SAS,POSM3372,"$40,700.00",Helados,Hielo - Pequeno,"$9,900.00",2,"$19,800.00","$18,333.33",INC,$0.00,$0.00,"$18,333.33","$4,295.66","$14,037.67",76.57
7/9/2025,Caja 1,MONKI HIELO ITALIANO SAS,POSM3372,"$40,700.00",Toppings,Topping o salsa generico,"$2,500.00",4,"$10,000.00","$9,259.26",INC,$0.00,$0.00,"$9,259.26","$3,600.00","$5,659.26",61.12
7/9/2025,Caja 1,MONKI HIELO ITALIANO SAS,POSM3372,"$40,700.00",Helados,Monki - Pequeno,"$10,900.00",1,"$10,900.00","$10,092.59",INC,$0.00,$0.00,"$10,092.59","$1,708.63","$8,383.96",83.07
16/9/2025,Caja 1,MONKI HIELO ITALIANO SAS,POSM3775,"$40,700.00",Helados,Hielo - Pequeno,"$9,900.00",1,"$9,900.00","$9,166.67",INC,$0.00,$0.00,"$9,166.67","$2,147.83","$7,018.84",76.57
16/9/2025,Caja 1,MONKI HIELO ITALIANO SAS,POSM3775,"$40,700.00",Toppings,Topping o salsa generico,"$2,500.00",2,"$5,000.00","$4,629.63",INC,$0.00,$0.00,"$4,629.63","$1,800.00","$2,829.63",61.12
16/9/2025,Caja 1,MONKI HIELO ITALIANO SAS,POSM3775,"$40,700.00",Helados,Hielo - Mediano,"$12,900.00",2,"$25,800.00","$23,888.89",INC,$0.00,$0.00,"$23,888.89","$4,724.86","$19,164.03",80.22
23/9/2025,Caja 1,MONKI HIELO ITALIANO SAS,POSM4142,"$40,700.00",Helados,Hielo - Mediano,"$12,900.00",1,"$12,900.00","$11,944.44",INC,$0.00,$0.00,"$11,944.44","$2,362.43","$9,582.01",80.22
23/9/2025,Caja 1,MONKI HIELO ITALIANO SAS,POSM4142,"$40,700.00",Helados,Monki - Mediano,"$13,900.00",2,"$27,800.00","$25,740.74",INC,$0.00,$0.00,"$25,740.74","$6,000.86","$19,739.88",76.69
28/9/2025,Caja 1,MONKI HIELO ITALIANO SAS,POSM4354,"$40,700.00",Toppings,Salsa Cereza Amarena,"$5,000.00",1,"$5,000.00","$4,629.63",INC,$0.00,$0.00,"$4,629.63",$0.00,"$4,629.63",100.00
28/9/2025,Caja 1,MONKI HIELO ITALIANO SAS,POSM4354,"$40,700.00",Helados,Hielo - Pequeno,"$11,900.00",3,"$35,700.00","$33,055.56",INC,$0.00,$0.00,"$33,055.56","$6,443.49","$26,612.07",80.51
2/10/2025,Caja 1,MONKI HIELO ITALIANO SAS,POSM4499,"$40,700.00",Helados,Monki - Mediano,"$14,900.00",1,"$14,900.00","$13,796.30",INC,$0.00,$0.00,"$13,796.30","$3,000.43","$10,795.87",78.25
2/10/2025,Caja 1,MONKI HIELO ITALIANO SAS,POSM4499,"$40,700.00",Helados,Monki - Grande,"$17,900.00",1,"$17,900.00","$16,574.07",INC,$0.00,$0.00,"$16,574.07","$3,612.83","$12,961.24",78.20
2/10/2025,Caja 1,MONKI HIELO ITALIANO SAS,POSM4499,"$40,700.00",Helados,Monki - Mini,"$7,900.00",1,"$7,900.00","$7,314.81",INC,$0.00,$0.00,"$7,314.81","$1,558.53","$5,756.28",78.69
22/6/2025,Caja 1,MONKI HIELO ITALIANO SAS,POSM242,"$40,600.00",Helados,Monki - Pequeno,"$10,900.00",2,"$21,800.00","$20,185.19",INC,$0.00,$0.00,"$20,185.19","$3,793.66","$16,391.53",81.21
22/6/2025,Caja 1,MONKI HIELO ITALIANO SAS,POSM242,"$40,600.00",Toppings,Topping o salsa generico,"$2,500.00",2,"$5,000.00","$4,629.63",INC,$0.00,$0.00,"$4,629.63","$1,800.00","$2,829.63",61.12
22/6/2025,Caja 1,MONKI HIELO ITALIANO SAS,POSM242,"$40,600.00",Helados,Monki - Mini,"$6,900.00",2,"$13,800.00","$12,777.78",INC,$0.00,$0.00,"$12,777.78","$3,013.46","$9,764.32",76.42
6/7/2025,Caja 1,MONKI HIELO ITALIANO SAS,POSM1072,"$40,600.00",Helados,Vaso de Helado Suave,"$7,900.00",2,"$15,800.00","$14,629.63",INC,$0.00,$0.00,"$14,629.63","$5,612.73","$9,016.90",61.63
6/7/2025,Caja 1,MONKI HIELO ITALIANO SAS,POSM1072,"$40,600.00",Helados,Monki - Pequeno,"$10,900.00",1,"$10,900.00","$10,092.59",INC,$0.00,$0.00,"$10,092.59","$1,896.83","$8,195.76",81.21
6/7/2025,Caja 1,MONKI HIELO ITALIANO SAS,POSM1072,"$40,600.00",Helados,Monki - Mediano,"$13,900.00",1,"$13,900.00","$12,870.37",INC,$0.00,$0.00,"$12,870.37","$3,000.43","$9,869.94",76.69
24/8/2025,Caja 1,MONKI HIELO ITALIANO SAS,POSM2645,"$40,600.00",Helados,Vaso de Helado Suave,"$7,900.00",1,"$7,900.00","$7,314.81",INC,$0.00,$0.00,"$7,314.81","$2,656.37","$4,658.45",63.69
24/8/2025,Caja 1,MONKI HIELO ITALIANO SAS,POSM2645,"$40,600.00",Helados,Monki - Mini,"$6,900.00",1,"$6,900.00","$6,388.89",INC,$0.00,$0.00,"$6,388.89","$1,558.53","$4,830.36",75.61
24/8/2025,Caja 1,MONKI HIELO ITALIANO SAS,POSM2645,"$40,600.00",Helados,Sundae de amarena,"$12,900.00",2,"$25,800.00","$23,888.89",INC,$0.00,$0.00,"$23,888.89","$7,304.06","$16,584.83",69.42
30/8/2025,Caja 1,MONKI HIELO ITALIANO SAS,POSM2946,"$40,600.00",Helados,Vaso pequeno de Helado Suave,"$7,900.00",1,"$7,900.00","$7,314.81",INC,$0.00,$0.00,"$7,314.81","$2,656.37","$4,658.45",63.69
30/8/2025,Caja 1,MONKI HIELO ITALIANO SAS,POSM2946,"$40,600.00",Helados,Monki - Pequeno,"$10,900.00",3,"$32,700.00","$30,277.78",INC,$0.00,$0.00,"$30,277.78","$5,125.89","$25,151.89",83.07
11/7/2025,Caja 1,MONKI HIELO ITALIANO SAS,POSM1270,"$40,200.00",Helados,Monki - Mediano,"$13,900.00",2,"$27,800.00","$25,740.74",INC,$0.00,$0.00,"$25,740.74","$6,000.86","$19,739.88",76.69
11/7/2025,Caja 1,MONKI HIELO ITALIANO SAS,POSM1270,"$40,200.00",Toppings,Topping o salsa generico,"$2,500.00",1,"$2,500.00","$2,314.81",INC,$0.00,$0.00,"$2,314.81",$900.00,"$1,414.81",61.12
11/7/2025,Caja 1,MONKI HIELO ITALIANO SAS,POSM1270,"$40,200.00",Helados,Hielo - Pequeno,"$9,900.00",1,"$9,900.00","$9,166.67",INC,$0.00,$0.00,"$9,166.67","$2,147.83","$7,018.84",76.57
13/7/2025,Caja 1,MONKI HIELO ITALIANO SAS,107,"$40,200.00",Toppings,Topping o salsa generico,"$2,500.00",3,"$7,500.00","$6,944.44",INC,$0.00,$0.00,"$6,944.44","$2,700.00","$4,244.44",61.12
13/7/2025,Caja 1,MONKI HIELO ITALIANO SAS,107,"$40,200.00",Helados,Monki - Pequeno,"$10,900.00",3,"$32,700.00","$30,277.78",INC,$0.00,$0.00,"$30,277.78","$5,690.49","$24,587.29",81.21
23/8/2025,Caja 1,MONKI HIELO ITALIANO SAS,POSM2618,"$40,200.00",Helados,Hielo - Mediano,"$12,900.00",1,"$12,900.00","$11,944.44",INC,$0.00,$0.00,"$11,944.44","$2,362.43","$9,582.01",80.22
23/8/2025,Caja 1,MONKI HIELO ITALIANO SAS,POSM2618,"$40,200.00",Toppings,Topping o salsa generico,"$2,500.00",3,"$7,500.00","$6,944.44",INC,$0.00,$0.00,"$6,944.44","$2,700.00","$4,244.44",61.12
23/8/2025,Caja 1,MONKI HIELO ITALIANO SAS,POSM2618,"$40,200.00",Helados,Hielo - Pequeno,"$9,900.00",2,"$19,800.00","$18,333.33",INC,$0.00,$0.00,"$18,333.33","$4,295.66","$14,037.67",76.57
31/8/2025,Caja 1,MONKI HIELO ITALIANO SAS,POSM3031,"$40,200.00",Helados,Monki - Pequeno,"$10,900.00",1,"$10,900.00","$10,092.59",INC,$0.00,$0.00,"$10,092.59","$1,708.63","$8,383.96",83.07
31/8/2025,Caja 1,MONKI HIELO ITALIANO SAS,POSM3031,"$40,200.00",Toppings,Topping o salsa generico,"$2,500.00",1,"$2,500.00","$2,314.81",INC,$0.00,$0.00,"$2,314.81",$900.00,"$1,414.81",61.12
31/8/2025,Caja 1,MONKI HIELO ITALIANO SAS,POSM3031,"$40,200.00",Helados,Monki - Mediano,"$13,900.00",1,"$13,900.00","$12,870.37",INC,$0.00,$0.00,"$12,870.37","$3,000.43","$9,869.94",76.69
31/8/2025,Caja 1,MONKI HIELO ITALIANO SAS,POSM3031,"$40,200.00",Helados,Hielo - Mediano,"$12,900.00",1,"$12,900.00","$11,944.44",INC,$0.00,$0.00,"$11,944.44","$2,362.43","$9,582.01",80.22
7/9/2025,Caja 1,MONKI HIELO ITALIANO SAS,POSM3368,"$40,200.00",Toppings,Topping o salsa generico,"$2,500.00",3,"$7,500.00","$6,944.44",INC,$0.00,$0.00,"$6,944.44","$2,700.00","$4,244.44",61.12
7/9/2025,Caja 1,MONKI HIELO ITALIANO SAS,POSM3368,"$40,200.00",Helados,Monki - Pequeno,"$10,900.00",3,"$32,700.00","$30,277.78",INC,$0.00,$0.00,"$30,277.78","$5,125.89","$25,151.89",83.07
7/9/2025,Caja 1,MONKI HIELO ITALIANO SAS,POSM3381,"$40,200.00",Toppings,Topping o salsa generico,"$2,500.00",1,"$2,500.00","$2,314.81",INC,$0.00,$0.00,"$2,314.81",$900.00,"$1,414.81",61.12
7/9/2025,Caja 1,MONKI HIELO ITALIANO SAS,POSM3381,"$40,200.00",Helados,Hielo - Grande,"$15,900.00",1,"$15,900.00","$14,722.22",INC,$0.00,$0.00,"$14,722.22","$3,572.13","$11,150.09",75.74
7/9/2025,Caja 1,MONKI HIELO ITALIANO SAS,POSM3381,"$40,200.00",Helados,Monki - Pequeno,"$10,900.00",2,"$21,800.00","$20,185.19",INC,$0.00,$0.00,"$20,185.19","$3,417.26","$16,767.93",83.07
21/9/2025,Caja 1,MONKI HIELO ITALIANO SAS,POSM4070,"$40,200.00",Toppings,Topping o salsa generico,"$2,500.00",3,"$7,500.00","$6,944.44",INC,$0.00,$0.00,"$6,944.44","$2,700.00","$4,244.44",61.12
21/9/2025,Caja 1,MONKI HIELO ITALIANO SAS,POSM4070,"$40,200.00",Helados,Monki - Pequeno,"$10,900.00",3,"$32,700.00","$30,277.78",INC,$0.00,$0.00,"$30,277.78","$5,125.89","$25,151.89",83.07
27/9/2025,Caja 1,MONKI HIELO ITALIANO SAS,POSM4266,"$40,200.00",Helados,Monki - Mini,"$7,900.00",1,"$7,900.00","$7,314.81",INC,$0.00,$0.00,"$7,314.81","$1,558.53","$5,756.28",78.69
27/9/2025,Caja 1,MONKI HIELO ITALIANO SAS,POSM4266,"$40,200.00",Toppings,Topping o salsa generico,"$2,500.00",1,"$2,500.00","$2,314.81",INC,$0.00,$0.00,"$2,314.81",$900.00,"$1,414.81",61.12
27/9/2025,Caja 1,MONKI HIELO ITALIANO SAS,POSM4266,"$40,200.00",Helados,Monki - Mediano,"$14,900.00",2,"$29,800.00","$27,592.59",INC,$0.00,$0.00,"$27,592.59","$6,000.86","$21,591.73",78.25
20/7/2025,Caja 1,MONKI HIELO ITALIANO SAS,511,"$40,000.00",Helados,Hielo - Mini,"$5,900.00",3,"$17,700.00","$16,388.89",INC,$0.00,$0.00,"$16,388.89","$2,949.39","$13,439.50",82.00
20/7/2025,Caja 1,MONKI HIELO ITALIANO SAS,511,"$40,000.00",Toppings,Topping o salsa generico,"$2,500.00",1,"$2,500.00","$2,314.81",INC,$0.00,$0.00,"$2,314.81",$900.00,"$1,414.81",61.12
20/7/2025,Caja 1,MONKI HIELO ITALIANO SAS,511,"$40,000.00",Helados,Hielo - Pequeno,"$9,900.00",2,"$19,800.00","$18,333.33",INC,$0.00,$0.00,"$18,333.33","$4,295.66","$14,037.67",76.57
27/6/2025,Caja 1,MONKI HIELO ITALIANO SAS,POSM507,"$39,700.00",Toppings,Topping o salsa generico,"$2,500.00",2,"$5,000.00","$4,629.63",INC,$0.00,$0.00,"$4,629.63","$1,800.00","$2,829.63",61.12
27/6/2025,Caja 1,MONKI HIELO ITALIANO SAS,POSM507,"$39,700.00",Helados,Monki - Mini,"$6,900.00",1,"$6,900.00","$6,388.89",INC,$0.00,$0.00,"$6,388.89","$1,506.73","$4,882.16",76.42
27/6/2025,Caja 1,MONKI HIELO ITALIANO SAS,POSM507,"$39,700.00",Helados,Monki - Mediano,"$13,900.00",2,"$27,800.00","$25,740.74",INC,$0.00,$0.00,"$25,740.74","$6,000.86","$19,739.88",76.69
6/7/2025,Caja 1,MONKI HIELO ITALIANO SAS,POSM1054,"$39,700.00",Toppings,Topping o salsa generico,"$2,500.00",2,"$5,000.00","$4,629.63",INC,$0.00,$0.00,"$4,629.63","$1,800.00","$2,829.63",61.12
6/7/2025,Caja 1,MONKI HIELO ITALIANO SAS,POSM1054,"$39,700.00",Helados,Monki - Mediano,"$13,900.00",2,"$27,800.00","$25,740.74",INC,$0.00,$0.00,"$25,740.74","$6,000.86","$19,739.88",76.69
6/7/2025,Caja 1,MONKI HIELO ITALIANO SAS,POSM1054,"$39,700.00",Helados,Monki - Mini,"$6,900.00",1,"$6,900.00","$6,388.89",INC,$0.00,$0.00,"$6,388.89","$1,506.73","$4,882.16",76.42
13/7/2025,Caja 1,MONKI HIELO ITALIANO SAS,138,"$39,700.00",Helados,Monki - Mediano,"$13,900.00",2,"$27,800.00","$25,740.74",INC,$0.00,$0.00,"$25,740.74","$6,000.86","$19,739.88",76.69
13/7/2025,Caja 1,MONKI HIELO ITALIANO SAS,138,"$39,700.00",Toppings,Topping o salsa generico,"$2,500.00",2,"$5,000.00","$4,629.63",INC,$0.00,$0.00,"$4,629.63","$1,800.00","$2,829.63",61.12
13/7/2025,Caja 1,MONKI HIELO ITALIANO SAS,138,"$39,700.00",Helados,Monki - Mini,"$6,900.00",1,"$6,900.00","$6,388.89",INC,$0.00,$0.00,"$6,388.89","$1,506.73","$4,882.16",76.42
23/7/2025,Caja 1,MONKI HIELO ITALIANO SAS,692,"$39,700.00",Helados,Monki - Mediano,"$13,900.00",2,"$27,800.00","$25,740.74",INC,$0.00,$0.00,"$25,740.74","$6,000.86","$19,739.88",76.69
23/7/2025,Caja 1,MONKI HIELO ITALIANO SAS,692,"$39,700.00",Helados,Monki - Mini,"$6,900.00",1,"$6,900.00","$6,388.89",INC,$0.00,$0.00,"$6,388.89","$1,833.93","$4,554.96",71.30
23/7/2025,Caja 1,MONKI HIELO ITALIANO SAS,692,"$39,700.00",Toppings,Topping o salsa generico,"$2,500.00",2,"$5,000.00","$4,629.63",INC,$0.00,$0.00,"$4,629.63","$1,800.00","$2,829.63",61.12
26/7/2025,Caja 1,MONKI HIELO ITALIANO SAS,828,"$39,700.00",Helados,Monki - Pequeno,"$10,900.00",1,"$10,900.00","$10,092.59",INC,$0.00,$0.00,"$10,092.59","$1,708.63","$8,383.96",83.07
26/7/2025,Caja 1,MONKI HIELO ITALIANO SAS,828,"$39,700.00",Helados,Hielo - Pequeno,"$9,900.00",1,"$9,900.00","$9,166.67",INC,$0.00,$0.00,"$9,166.67","$2,147.83","$7,018.84",76.57
26/7/2025,Caja 1,MONKI HIELO ITALIANO SAS,828,"$39,700.00",Toppings,Topping o salsa generico,"$2,500.00",2,"$5,000.00","$4,629.63",INC,$0.00,$0.00,"$4,629.63","$1,800.00","$2,829.63",61.12
26/7/2025,Caja 1,MONKI HIELO ITALIANO SAS,828,"$39,700.00",Helados,Monki - Mediano,"$13,900.00",1,"$13,900.00","$12,870.37",INC,$0.00,$0.00,"$12,870.37","$3,000.43","$9,869.94",76.69
7/8/2025,Caja 1,MONKI HIELO ITALIANO SAS,POSM1756,"$39,700.00",Toppings,Topping o salsa generico,"$2,500.00",4,"$10,000.00","$9,259.26",INC,$0.00,$0.00,"$9,259.26","$3,600.00","$5,659.26",61.12
7/8/2025,Caja 1,MONKI HIELO ITALIANO SAS,POSM1756,"$39,700.00",Helados,Hielo - Pequeno,"$9,900.00",3,"$29,700.00","$27,500.00",INC,$0.00,$0.00,"$27,500.00","$6,443.49","$21,056.51",76.57
10/8/2025,Caja 1,MONKI HIELO ITALIANO SAS,POSM2006,"$39,700.00",Helados,Monki - Mediano,"$13,900.00",1,"$13,900.00","$12,870.37",INC,$0.00,$0.00,"$12,870.37","$3,000.43","$9,869.94",76.69
10/8/2025,Caja 1,MONKI HIELO ITALIANO SAS,POSM2006,"$39,700.00",Helados,Hielo - Mediano,"$12,900.00",2,"$25,800.00","$23,888.89",INC,$0.00,$0.00,"$23,888.89","$4,724.86","$19,164.03",80.22
24/8/2025,Caja 1,MONKI HIELO ITALIANO SAS,POSM2654,"$39,700.00",Toppings,Topping o salsa generico,"$2,500.00",2,"$5,000.00","$4,629.63",INC,$0.00,$0.00,"$4,629.63","$1,800.00","$2,829.63",61.12
24/8/2025,Caja 1,MONKI HIELO ITALIANO SAS,POSM2654,"$39,700.00",Helados,Hielo - Mediano,"$12,900.00",1,"$12,900.00","$11,944.44",INC,$0.00,$0.00,"$11,944.44","$2,362.43","$9,582.01",80.22
24/8/2025,Caja 1,MONKI HIELO ITALIANO SAS,POSM2654,"$39,700.00",Helados,Monki - Pequeno,"$10,900.00",2,"$21,800.00","$20,185.19",INC,$0.00,$0.00,"$20,185.19","$3,417.26","$16,767.93",83.07
29/8/2025,Caja 1,MONKI HIELO ITALIANO SAS,POSM2864,"$39,700.00",Helados,Monki - Pequeno,"$10,900.00",1,"$10,900.00","$10,092.59",INC,$0.00,$0.00,"$10,092.59","$1,708.63","$8,383.96",83.07
29/8/2025,Caja 1,MONKI HIELO ITALIANO SAS,POSM2864,"$39,700.00",Toppings,Topping o salsa generico,"$2,500.00",2,"$5,000.00","$4,629.63",INC,$0.00,$0.00,"$4,629.63","$1,800.00","$2,829.63",61.12
29/8/2025,Caja 1,MONKI HIELO ITALIANO SAS,POSM2864,"$39,700.00",Helados,Monki - Mediano,"$13,900.00",1,"$13,900.00","$12,870.37",INC,$0.00,$0.00,"$12,870.37","$3,000.43","$9,869.94",76.69
29/8/2025,Caja 1,MONKI HIELO ITALIANO SAS,POSM2864,"$39,700.00",Helados,Hielo - Pequeno,"$9,900.00",1,"$9,900.00","$9,166.67",INC,$0.00,$0.00,"$9,166.67","$2,147.83","$7,018.84",76.57
21/6/2025,Caja 1,MONKI HIELO ITALIANO SAS,POSM169,"$39,600.00",Helados,Hielo - Pequeno,"$9,900.00",4,"$39,600.00","$36,666.67",INC,$0.00,$0.00,"$36,666.67","$8,351.32","$28,315.35",77.22
25/6/2025,Caja 1,MONKI HIELO ITALIANO SAS,POSM446,"$39,600.00",Helados,Hielo - Pequeno,"$9,900.00",4,"$39,600.00","$36,666.67",INC,$0.00,$0.00,"$36,666.67","$8,591.32","$28,075.35",76.57
12/7/2025,Caja 1,MONKI HIELO ITALIANO SAS,32,"$39,600.00",Helados,Hielo - Pequeno,"$9,900.00",4,"$39,600.00","$36,666.67",INC,$0.00,$0.00,"$36,666.67","$8,591.32","$28,075.35",76.57
20/7/2025,Caja 1,MONKI HIELO ITALIANO SAS,486,"$39,600.00",Helados,Monki - Mediano,"$13,900.00",1,"$13,900.00","$12,870.37",INC,$0.00,$0.00,"$12,870.37","$3,000.43","$9,869.94",76.69
20/7/2025,Caja 1,MONKI HIELO ITALIANO SAS,486,"$39,600.00",Helados,Vaso de Helado Suave,"$7,900.00",1,"$7,900.00","$7,314.81",INC,$0.00,$0.00,"$7,314.81","$2,806.37","$4,508.45",61.63
20/7/2025,Caja 1,MONKI HIELO ITALIANO SAS,486,"$39,600.00",Helados,Monki - Pequeno,"$10,900.00",1,"$10,900.00","$10,092.59",INC,$0.00,$0.00,"$10,092.59","$1,896.83","$8,195.76",81.21
20/7/2025,Caja 1,MONKI HIELO ITALIANO SAS,486,"$39,600.00",Helados,Monki - Mini,"$6,900.00",1,"$6,900.00","$6,388.89",INC,$0.00,$0.00,"$6,388.89","$1,506.73","$4,882.16",76.42
26/7/2025,Caja 1,MONKI HIELO ITALIANO SAS,833,"$39,600.00",Helados,Monki - Mini,"$6,900.00",1,"$6,900.00","$6,388.89",INC,$0.00,$0.00,"$6,388.89","$1,558.53","$4,830.36",75.61
26/7/2025,Caja 1,MONKI HIELO ITALIANO SAS,833,"$39,600.00",Helados,Monki - Pequeno,"$10,900.00",3,"$32,700.00","$30,277.78",INC,$0.00,$0.00,"$30,277.78","$5,125.89","$25,151.89",83.07
3/8/2025,Caja 1,MONKI HIELO ITALIANO SAS,POSM1574,"$39,600.00",Helados,Monki - Pequeno,"$10,900.00",3,"$32,700.00","$30,277.78",INC,$0.00,$0.00,"$30,277.78","$5,125.89","$25,151.89",83.07
3/8/2025,Caja 1,MONKI HIELO ITALIANO SAS,POSM1574,"$39,600.00",Helados,Monki - Mini,"$6,900.00",1,"$6,900.00","$6,388.89",INC,$0.00,$0.00,"$6,388.89","$1,558.53","$4,830.36",75.61
7/8/2025,Caja 1,MONKI HIELO ITALIANO SAS,POSM1791,"$39,600.00",Helados,Hielo - Pequeno,"$9,900.00",4,"$39,600.00","$36,666.67",INC,$0.00,$0.00,"$36,666.67","$8,591.32","$28,075.35",76.57
10/8/2025,Caja 1,MONKI HIELO ITALIANO SAS,POSM1968,"$39,600.00",Helados,Monki - Mini,"$6,900.00",1,"$6,900.00","$6,388.89",INC,$0.00,$0.00,"$6,388.89","$1,558.53","$4,830.36",75.61
